cik1	fy1	period1	cik2	fy2	period2	dist
0001000228	2012	20121229	0000727510	2012	20121231	0.405106411074
0001000228	2012	20121229	0001510524	2012	20121231	0.470822684714
0001000228	2012	20121229	0001355304	2012	20121231	0.437626785963
0001000228	2012	20121229	0000041719	2012	20121231	0.365992113189
0001000228	2012	20121229	0001005284	2012	20121231	0.411233230715
0001000228	2012	20121229	0001366407	2012	20121231	0.610523185523
0001000228	2012	20121229	0001450708	2012	20121031	0.517133475623
0001000228	2012	20121229	0001530804	2012	20121231	0.441396174621
0001000228	2012	20121229	0000948426	2012	20121231	0.453182121065
0001000228	2012	20121229	0001523733	2012	20121231	0.380377963632
0001351051	2015	20151231	0001419275	2015	20151231	0.918888323119
0001351051	2015	20151231	0001322952	2015	20151231	0.346552861119
0001351051	2015	20151231	0000102037	2015	20150331	0.3516116474
0001351051	2015	20151231	0001533998	2015	20151231	0.305625294664
0001351051	2015	20151231	0000315958	2015	20151231	0.374751464026
0001351051	2015	20151231	0000353020	2015	20151231	0.399139354592
0001351051	2015	20151231	0001567771	2015	20151231	0.338574915604
0001351051	2015	20151231	0000909724	2015	20151231	0.397154384715
0001351051	2015	20151231	0000949157	2015	20151231	0.761791672128
0001351051	2015	20151231	0001296205	2015	20151231	0.325739868817
0001351051	2015	20151231	0000833640	2015	20151231	0.335478959971
0001351051	2015	20151231	0000887969	2015	20151231	0.30344888389
0001351051	2015	20151231	0001035983	2015	20151231	0.372622859572
0001351051	2015	20151231	0001040896	2015	20151231	0.348877443959
0001351051	2015	20151231	0000351789	2015	20151231	0.69412820075
0001351051	2015	20151231	0001623919	2015	20151231	0.308921646429
0001351051	2015	20151231	0000082166	2015	20150131	0.292851022908
0001351051	2015	20151231	0000093556	2015	20160102	0.260439722429
0001351051	2015	20151231	0001407038	2015	20151231	0.324377655033
0001351051	2015	20151231	0001314196	2015	20151231	0.35113460771
0001351051	2015	20151231	0001568385	2015	20151231	0.651308358057
0001351051	2015	20151231	0001594204	2015	20151231	0.302991316537
0001371217	2012	20121231	0001136352	2012	20120930	0.357751813074
0001371217	2012	20121231	0001064728	2012	20121231	0.328406487036
0001371217	2012	20121231	0001034842	2012	20121231	0.454469957439
0001371217	2012	20121231	0000098362	2012	20121231	0.332612378171
0001371217	2012	20121231	0001412486	2012	20121231	0.378693010505
0001371217	2012	20121231	0001384072	2012	20121231	0.439888371504
0001371217	2012	20121231	0001281198	2012	20121231	0.408280043613
0001371217	2012	20121231	0000068709	2012	20120929	0.356422169994
0001371217	2012	20121231	0000093410	2012	20121231	0.44099484157
0001371217	2012	20121231	0000789868	2012	20121231	0.33645659951
0001371217	2012	20121231	0000836429	2012	20120731	0.333123041852
0001371217	2012	20121231	0001389067	2012	20121231	0.591442238162
0001371217	2012	20121231	0000027748	2012	20120728	0.328766715671
0001371217	2012	20121231	0000746967	2012	20120930	0.603453025474
0001371217	2012	20121231	0001000228	2012	20121229	0.43808071932
0001371217	2012	20121231	0001117106	2012	20121231	0.371290854018
0001371217	2012	20121231	0000093389	2012	20121231	0.436874329172
0001371217	2012	20121231	0001287808	2012	20121231	0.358501294657
0001371217	2012	20121231	0001125903	2012	20121231	0.515062602359
0001371217	2012	20121231	0001491525	2012	20120331	0.352295064952
0001371217	2012	20121231	0001111817	2012	20120630	0.314851304076
0001371217	2012	20121231	0000825324	2012	20120930	0.311718062808
0001371217	2012	20121231	0001020475	2012	20121231	0.761301801422
0001371217	2012	20121231	0001529293	2012	20120731	0.408843725087
0001371217	2012	20121231	0001551887	2012	20121031	0.385473185419
0001371217	2012	20121231	0001002590	2012	20120930	0.410198000309
0001371217	2012	20121231	0000727510	2012	20121231	0.35505831328
0001371217	2012	20121231	0001510524	2012	20121231	0.389435036114
0001371217	2012	20121231	0001355304	2012	20121231	0.375545285095
0001371217	2012	20121231	0000041719	2012	20121231	0.38376725146
0001371217	2012	20121231	0001005284	2012	20121231	0.346922542756
0001371217	2012	20121231	0001366407	2012	20121231	0.551333905912
0001371217	2012	20121231	0001450708	2012	20121031	0.432528693357
0001371217	2012	20121231	0001530804	2012	20121231	0.388320824865
0001371217	2012	20121231	0000948426	2012	20121231	0.384903995689
0001371217	2012	20121231	0001523733	2012	20121231	0.369415208647
0000066740		20091231	0001014739		20091231	0
0001296205	2015	20151231	0001419275	2015	20151231	0.979899437783
0001296205	2015	20151231	0001322952	2015	20151231	0.391340353481
0001296205	2015	20151231	0000102037	2015	20150331	0.354934129951
0001296205	2015	20151231	0001533998	2015	20151231	0.308816526495
0001296205	2015	20151231	0000315958	2015	20151231	0.398697468258
0001296205	2015	20151231	0000353020	2015	20151231	0.431760489726
0001296205	2015	20151231	0001567771	2015	20151231	0.356956280537
0001296205	2015	20151231	0000909724	2015	20151231	0.363026928182
0001296205	2015	20151231	0000949157	2015	20151231	0.781060594038
0001296205	2015	20151231	0001351051	2015	20151231	0.325739868817
0001296205	2015	20151231	0000833640	2015	20151231	0.338251895869
0001296205	2015	20151231	0000887969	2015	20151231	0.280106896758
0001296205	2015	20151231	0001035983	2015	20151231	0.417971021831
0001296205	2015	20151231	0001040896	2015	20151231	0.327866160062
0001296205	2015	20151231	0000351789	2015	20151231	0.7009425919
0001296205	2015	20151231	0001623919	2015	20151231	0.30154915613
0001296205	2015	20151231	0000082166	2015	20150131	0.326575812483
0001296205	2015	20151231	0000093556	2015	20160102	0.30804616079
0001296205	2015	20151231	0001407038	2015	20151231	0.32702138346
0001296205	2015	20151231	0001314196	2015	20151231	0.368606686835
0001296205	2015	20151231	0001568385	2015	20151231	0.671378638817
0001296205	2015	20151231	0001594204	2015	20151231	0.3526469404
0001117106	2012	20121231	0001136352	2012	20120930	0.403610699433
0001117106	2012	20121231	0001064728	2012	20121231	0.335811711107
0001117106	2012	20121231	0001034842	2012	20121231	0.509185050388
0001117106	2012	20121231	0000098362	2012	20121231	0.367709388083
0001117106	2012	20121231	0001412486	2012	20121231	0.400966560148
0001117106	2012	20121231	0001384072	2012	20121231	0.440201468878
0001117106	2012	20121231	0001281198	2012	20121231	0.406997296604
0001117106	2012	20121231	0000068709	2012	20120929	0.33353888779
0001117106	2012	20121231	0000093410	2012	20121231	0.477642303934
0001117106	2012	20121231	0000789868	2012	20121231	0.329018906242
0001117106	2012	20121231	0000836429	2012	20120731	0.309708795958
0001117106	2012	20121231	0001389067	2012	20121231	0.651314744839
0001117106	2012	20121231	0000027748	2012	20120728	0.349399497778
0001117106	2012	20121231	0000746967	2012	20120930	0.595747815513
0001117106	2012	20121231	0001000228	2012	20121229	0.451193158826
0001117106	2012	20121231	0001371217	2012	20121231	0.371290854018
0001117106	2012	20121231	0000093389	2012	20121231	0.445815689375
0001117106	2012	20121231	0001287808	2012	20121231	0.292012323873
0001117106	2012	20121231	0001125903	2012	20121231	0.57567468738
0001117106	2012	20121231	0001491525	2012	20120331	0.354258815962
0001117106	2012	20121231	0001111817	2012	20120630	0.325658135068
0001117106	2012	20121231	0000825324	2012	20120930	0.330101734032
0001117106	2012	20121231	0001020475	2012	20121231	0.817748850515
0001117106	2012	20121231	0001529293	2012	20120731	0.454937896186
0001117106	2012	20121231	0001551887	2012	20121031	0.411692342693
0001117106	2012	20121231	0001002590	2012	20120930	0.402029714955
0001117106	2012	20121231	0000727510	2012	20121231	0.35088963836
0001117106	2012	20121231	0001510524	2012	20121231	0.403198801753
0001117106	2012	20121231	0001355304	2012	20121231	0.334821422663
0001117106	2012	20121231	0000041719	2012	20121231	0.397740908123
0001117106	2012	20121231	0001005284	2012	20121231	0.341646214786
0001117106	2012	20121231	0001366407	2012	20121231	0.579633826793
0001117106	2012	20121231	0001450708	2012	20121031	0.44054237487
0001117106	2012	20121231	0001530804	2012	20121231	0.40448748035
0001117106	2012	20121231	0000948426	2012	20121231	0.357842526815
0001117106	2012	20121231	0001523733	2012	20121231	0.407991394207
0000031235	2010	20101231	0000780571	2010	20101231	0.392082034925
0000031235	2010	20101231	0001128928	2010	20110101	0.37986621461
0000031235	2010	20101231	0000745732	2010	20110129	0.458195425115
0000031235	2010	20101231	0000931015	2010	20101231	0.395446651241
0000093389	2012	20121231	0001136352	2012	20120930	0.393369694754
0000093389	2012	20121231	0001064728	2012	20121231	0.405095858217
0000093389	2012	20121231	0001034842	2012	20121231	0.397715026368
0000093389	2012	20121231	0000098362	2012	20121231	0.405716554506
0000093389	2012	20121231	0001412486	2012	20121231	0.336560418965
0000093389	2012	20121231	0001384072	2012	20121231	0.391050886367
0000093389	2012	20121231	0001281198	2012	20121231	0.337758744985
0000093389	2012	20121231	0000068709	2012	20120929	0.430956856085
0000093389	2012	20121231	0000093410	2012	20121231	0.469446718918
0000093389	2012	20121231	0000789868	2012	20121231	0.388325325331
0000093389	2012	20121231	0000836429	2012	20120731	0.410533063941
0000093389	2012	20121231	0001389067	2012	20121231	0.53899382412
0000093389	2012	20121231	0000027748	2012	20120728	0.399686464168
0000093389	2012	20121231	0000746967	2012	20120930	0.580509953966
0000093389	2012	20121231	0001000228	2012	20121229	0.299785973649
0000093389	2012	20121231	0001371217	2012	20121231	0.436874329172
0000093389	2012	20121231	0001117106	2012	20121231	0.445815689375
0000093389	2012	20121231	0001287808	2012	20121231	0.439814201611
0000093389	2012	20121231	0001125903	2012	20121231	0.529391184108
0000093389	2012	20121231	0001491525	2012	20120331	0.437513389736
0000093389	2012	20121231	0001111817	2012	20120630	0.398831051051
0000093389	2012	20121231	0000825324	2012	20120930	0.418112701084
0000093389	2012	20121231	0001020475	2012	20121231	0.721851602406
0000093389	2012	20121231	0001529293	2012	20120731	0.482248405243
0000093389	2012	20121231	0001551887	2012	20121031	0.427445280014
0000093389	2012	20121231	0001002590	2012	20120930	0.360199119986
0000093389	2012	20121231	0000727510	2012	20121231	0.414717056704
0000093389	2012	20121231	0001510524	2012	20121231	0.458342425764
0000093389	2012	20121231	0001355304	2012	20121231	0.421611059946
0000093389	2012	20121231	0000041719	2012	20121231	0.323033754099
0000093389	2012	20121231	0001005284	2012	20121231	0.406340411846
0000093389	2012	20121231	0001366407	2012	20121231	0.597820883111
0000093389	2012	20121231	0001450708	2012	20121031	0.469100842161
0000093389	2012	20121231	0001530804	2012	20121231	0.439103964109
0000093389	2012	20121231	0000948426	2012	20121231	0.426735835465
0000093389	2012	20121231	0001523733	2012	20121231	0.36231697938
0001517681	2014	20140630	0000874214	2014	20150131	0.792572570476
0001517681	2014	20140630	0001439971	2014	20140430	0.782317485845
0001517681	2014	20140630	0000884269	2014	20141231	0.766698620196
0001517681	2014	20140630	0001522236	2014	20140531	0.75748820596
0001517681	2014	20140630	0001481218	2014	20141231	0.711638814068
0001517681	2014	20140630	0001062292	2014	20141231	0.714797428665
0001517681	2014	20140630	0001134765	2014	20141231	0.878659086944
0001517681	2014	20140630	0001407704	2014	20140228	0.826924460934
0001517681	2014	20140630	0001338095	2014	20141231	0.694553366661
0001517681	2014	20140630	0001594337	2014	20140930	0.82307272582
0001517681	2014	20140630	0001493563	2014	20141231	0.732860836414
0001517681	2014	20140630	0001002037	2014	20141003	0.761443328032
0001517681	2014	20140630	0000277058	2014	20140430	0.806887476561
0001517681	2014	20140630	0001060409	2014	20141231	0.771160577352
0001517681	2014	20140630	0000315189	2014	20141031	0.821891548934
0001517681	2014	20140630	0001433966	2014	20140630	0.773938966246
0001517681	2014	20140630	0001031623	2014	20141231	0.800260046339
0001287808	2012	20121231	0001136352	2012	20120930	0.39998801172
0001287808	2012	20121231	0001064728	2012	20121231	0.315432361669
0001287808	2012	20121231	0001034842	2012	20121231	0.517605188349
0001287808	2012	20121231	0000098362	2012	20121231	0.36585847755
0001287808	2012	20121231	0001412486	2012	20121231	0.394372736936
0001287808	2012	20121231	0001384072	2012	20121231	0.436182884506
0001287808	2012	20121231	0001281198	2012	20121231	0.421196781706
0001287808	2012	20121231	0000068709	2012	20120929	0.336212624755
0001287808	2012	20121231	0000093410	2012	20121231	0.477869903671
0001287808	2012	20121231	0000789868	2012	20121231	0.341545874196
0001287808	2012	20121231	0000836429	2012	20120731	0.355340624334
0001287808	2012	20121231	0001389067	2012	20121231	0.657235077987
0001287808	2012	20121231	0000027748	2012	20120728	0.335350500639
0001287808	2012	20121231	0000746967	2012	20120930	0.566315049934
0001287808	2012	20121231	0001000228	2012	20121229	0.469906626108
0001287808	2012	20121231	0001371217	2012	20121231	0.358501294657
0001287808	2012	20121231	0001117106	2012	20121231	0.292012323873
0001287808	2012	20121231	0000093389	2012	20121231	0.439814201611
0001287808	2012	20121231	0001125903	2012	20121231	0.566058296036
0001287808	2012	20121231	0001491525	2012	20120331	0.349672420803
0001287808	2012	20121231	0001111817	2012	20120630	0.312086915666
0001287808	2012	20121231	0000825324	2012	20120930	0.326349677696
0001287808	2012	20121231	0001020475	2012	20121231	0.793219332587
0001287808	2012	20121231	0001529293	2012	20120731	0.450036682284
0001287808	2012	20121231	0001551887	2012	20121031	0.400109929537
0001287808	2012	20121231	0001002590	2012	20120930	0.415390083959
0001287808	2012	20121231	0000727510	2012	20121231	0.34476376672
0001287808	2012	20121231	0001510524	2012	20121231	0.395349923336
0001287808	2012	20121231	0001355304	2012	20121231	0.369856094592
0001287808	2012	20121231	0000041719	2012	20121231	0.405991942164
0001287808	2012	20121231	0001005284	2012	20121231	0.356003037242
0001287808	2012	20121231	0001366407	2012	20121231	0.602630815737
0001287808	2012	20121231	0001450708	2012	20121031	0.438084584253
0001287808	2012	20121231	0001530804	2012	20121231	0.426267899323
0001287808	2012	20121231	0000948426	2012	20121231	0.36732864503
0001287808	2012	20121231	0001523733	2012	20121231	0.391931115576
0000094784	2013	20131231	0001285543	2013	20131231	0.353547950312
0000094784	2013	20131231	0001308027	2013	20131231	0.447062158556
0000094784	2013	20131231	0000899597	2013	20130630	0.765224498028
0000094784	2013	20131231	0001433821	2013	20130131	0.507539025532
0000094784	2013	20131231	0001160791	2013	20131231	0.367906406679
0000094784	2013	20131231	0001391798	2013	20131231	0.517409133568
0000094784	2013	20131231	0001488917	2013	20130630	0.386036426132
0000094784	2013	20131231	0000102109	2013	20130331	0.371107892548
0000094784	2013	20131231	0001513403	2013	20131130	0.422906065589
0000094784	2013	20131231	0001359699	2013	20130831	0.424381769655
0001125903	2012	20121231	0001136352	2012	20120930	0.550849553716
0001125903	2012	20121231	0001064728	2012	20121231	0.545895419112
0001125903	2012	20121231	0001034842	2012	20121231	0.562700252811
0001125903	2012	20121231	0000098362	2012	20121231	0.518131897208
0001125903	2012	20121231	0001412486	2012	20121231	0.554061627569
0001125903	2012	20121231	0001384072	2012	20121231	0.613634250216
0001125903	2012	20121231	0001281198	2012	20121231	0.519680382165
0001125903	2012	20121231	0000068709	2012	20120929	0.586395883583
0001125903	2012	20121231	0000093410	2012	20121231	0.651424230923
0001125903	2012	20121231	0000789868	2012	20121231	0.55730734557
0001125903	2012	20121231	0000836429	2012	20120731	0.525807122681
0001125903	2012	20121231	0001389067	2012	20121231	0.602595949746
0001125903	2012	20121231	0000027748	2012	20120728	0.518035582754
0001125903	2012	20121231	0000746967	2012	20120930	0.669956843935
0001125903	2012	20121231	0001000228	2012	20121229	0.597081661244
0001125903	2012	20121231	0001371217	2012	20121231	0.515062602359
0001125903	2012	20121231	0001117106	2012	20121231	0.57567468738
0001125903	2012	20121231	0000093389	2012	20121231	0.529391184108
0001125903	2012	20121231	0001287808	2012	20121231	0.566058296036
0001125903	2012	20121231	0001491525	2012	20120331	0.538470275205
0001125903	2012	20121231	0001111817	2012	20120630	0.507432334795
0001125903	2012	20121231	0000825324	2012	20120930	0.559536866601
0001125903	2012	20121231	0001020475	2012	20121231	0.771403225001
0001125903	2012	20121231	0001529293	2012	20120731	0.548742036893
0001125903	2012	20121231	0001551887	2012	20121031	0.528298080195
0001125903	2012	20121231	0001002590	2012	20120930	0.522691902425
0001125903	2012	20121231	0000727510	2012	20121231	0.532150438283
0001125903	2012	20121231	0001510524	2012	20121231	0.592730066574
0001125903	2012	20121231	0001355304	2012	20121231	0.542831348071
0001125903	2012	20121231	0000041719	2012	20121231	0.55533811732
0001125903	2012	20121231	0001005284	2012	20121231	0.553589842108
0001125903	2012	20121231	0001366407	2012	20121231	0.642778364741
0001125903	2012	20121231	0001450708	2012	20121031	0.532820928982
0001125903	2012	20121231	0001530804	2012	20121231	0.561601589952
0001125903	2012	20121231	0000948426	2012	20121231	0.55708529768
0001125903	2012	20121231	0001523733	2012	20121231	0.580147831342
0001491525	2012	20120331	0001136352	2012	20120930	0.387375925199
0001491525	2012	20120331	0001064728	2012	20121231	0.356999494343
0001491525	2012	20120331	0001034842	2012	20121231	0.492426248283
0001491525	2012	20120331	0000098362	2012	20121231	0.375266971588
0001491525	2012	20120331	0001412486	2012	20121231	0.374466098697
0001491525	2012	20120331	0001384072	2012	20121231	0.464560230638
0001491525	2012	20120331	0001281198	2012	20121231	0.429524076629
0001491525	2012	20120331	0000068709	2012	20120929	0.371499201637
0001491525	2012	20120331	0000093410	2012	20121231	0.498122363302
0001491525	2012	20120331	0000789868	2012	20121231	0.367721624149
0001491525	2012	20120331	0000836429	2012	20120731	0.374962694249
0001491525	2012	20120331	0001389067	2012	20121231	0.631211749358
0001491525	2012	20120331	0000027748	2012	20120728	0.355596825403
0001491525	2012	20120331	0000746967	2012	20120930	0.611596781484
0001491525	2012	20120331	0001000228	2012	20121229	0.467332801232
0001491525	2012	20120331	0001371217	2012	20121231	0.352295064952
0001491525	2012	20120331	0001117106	2012	20121231	0.354258815962
0001491525	2012	20120331	0000093389	2012	20121231	0.437513389736
0001491525	2012	20120331	0001287808	2012	20121231	0.349672420803
0001491525	2012	20120331	0001125903	2012	20121231	0.538470275205
0001491525	2012	20120331	0001111817	2012	20120630	0.336573042332
0001491525	2012	20120331	0000825324	2012	20120930	0.347915435901
0001491525	2012	20120331	0001020475	2012	20121231	0.785105416279
0001491525	2012	20120331	0001529293	2012	20120731	0.399768205502
0001491525	2012	20120331	0001551887	2012	20121031	0.357120780675
0001491525	2012	20120331	0001002590	2012	20120930	0.417115493678
0001491525	2012	20120331	0000727510	2012	20121231	0.371312040366
0001491525	2012	20120331	0001510524	2012	20121231	0.388657673271
0001491525	2012	20120331	0001355304	2012	20121231	0.365617701435
0001491525	2012	20120331	0000041719	2012	20121231	0.403029776827
0001491525	2012	20120331	0001005284	2012	20121231	0.368046364732
0001491525	2012	20120331	0001366407	2012	20121231	0.547372548456
0001491525	2012	20120331	0001450708	2012	20121031	0.415576879067
0001491525	2012	20120331	0001530804	2012	20121231	0.441646435597
0001491525	2012	20120331	0000948426	2012	20121231	0.384040987279
0001491525	2012	20120331	0001523733	2012	20121231	0.402134518843
0001111817	2012	20120630	0001136352	2012	20120930	0.338047334437
0001111817	2012	20120630	0001064728	2012	20121231	0.295694235519
0001111817	2012	20120630	0001034842	2012	20121231	0.469348677933
0001111817	2012	20120630	0000098362	2012	20121231	0.319028134766
0001111817	2012	20120630	0001412486	2012	20121231	0.331263884006
0001111817	2012	20120630	0001384072	2012	20121231	0.418272232727
0001111817	2012	20120630	0001281198	2012	20121231	0.356427521187
0001111817	2012	20120630	0000068709	2012	20120929	0.337599641788
0001111817	2012	20120630	0000093410	2012	20121231	0.44719488226
0001111817	2012	20120630	0000789868	2012	20121231	0.307095863867
0001111817	2012	20120630	0000836429	2012	20120731	0.312401912703
0001111817	2012	20120630	0001389067	2012	20121231	0.564635444757
0001111817	2012	20120630	0000027748	2012	20120728	0.305506366079
0001111817	2012	20120630	0000746967	2012	20120930	0.568474761381
0001111817	2012	20120630	0001000228	2012	20121229	0.419598088869
0001111817	2012	20120630	0001371217	2012	20121231	0.314851304076
0001111817	2012	20120630	0001117106	2012	20121231	0.325658135068
0001111817	2012	20120630	0000093389	2012	20121231	0.398831051051
0001111817	2012	20120630	0001287808	2012	20121231	0.312086915666
0001111817	2012	20120630	0001125903	2012	20121231	0.507432334795
0001111817	2012	20120630	0001491525	2012	20120331	0.336573042332
0001111817	2012	20120630	0000825324	2012	20120930	0.306993562527
0001111817	2012	20120630	0001020475	2012	20121231	0.757452362623
0001111817	2012	20120630	0001529293	2012	20120731	0.417468054871
0001111817	2012	20120630	0001551887	2012	20121031	0.358858802128
0001111817	2012	20120630	0001002590	2012	20120930	0.368853127078
0001111817	2012	20120630	0000727510	2012	20121231	0.315628629712
0001111817	2012	20120630	0001510524	2012	20121231	0.357609722172
0001111817	2012	20120630	0001355304	2012	20121231	0.335357815018
0001111817	2012	20120630	0000041719	2012	20121231	0.35213186331
0001111817	2012	20120630	0001005284	2012	20121231	0.315341209441
0001111817	2012	20120630	0001366407	2012	20121231	0.561290981029
0001111817	2012	20120630	0001450708	2012	20121031	0.422796029016
0001111817	2012	20120630	0001530804	2012	20121231	0.385824207415
0001111817	2012	20120630	0000948426	2012	20121231	0.36174056097
0001111817	2012	20120630	0001523733	2012	20121231	0.359148415753
0001407704	2014	20140228	0000874214	2014	20150131	0.788087670872
0001407704	2014	20140228	0001439971	2014	20140430	0.506688654325
0001407704	2014	20140228	0000884269	2014	20141231	0.508096650667
0001407704	2014	20140228	0001522236	2014	20140531	0.510698477651
0001407704	2014	20140228	0001481218	2014	20141231	0.511422532836
0001407704	2014	20140228	0001062292	2014	20141231	0.531950195863
0001407704	2014	20140228	0001134765	2014	20141231	0.823369397614
0001407704	2014	20140228	0001517681	2014	20140630	0.826924460934
0001407704	2014	20140228	0001338095	2014	20141231	0.550694434357
0001407704	2014	20140228	0001594337	2014	20140930	0.824398587717
0001407704	2014	20140228	0001493563	2014	20141231	0.514149540601
0001407704	2014	20140228	0001002037	2014	20141003	0.595426600083
0001407704	2014	20140228	0000277058	2014	20140430	0.572343335699
0001407704	2014	20140228	0001060409	2014	20141231	0.498160159191
0001407704	2014	20140228	0000315189	2014	20141031	0.645593860983
0001407704	2014	20140228	0001433966	2014	20140630	0.512832266817
0001407704	2014	20140228	0001031623	2014	20141231	0.585054365599
0001160791	2013	20131231	0001285543	2013	20131231	0.366107317999
0001160791	2013	20131231	0001308027	2013	20131231	0.379022523223
0001160791	2013	20131231	0000899597	2013	20130630	0.811207939822
0001160791	2013	20131231	0001433821	2013	20130131	0.478250772145
0001160791	2013	20131231	0000094784	2013	20131231	0.367906406679
0001160791	2013	20131231	0001391798	2013	20131231	0.49832124939
0001160791	2013	20131231	0001488917	2013	20130630	0.377420767184
0001160791	2013	20131231	0000102109	2013	20130331	0.398365693123
0001160791	2013	20131231	0001513403	2013	20131130	0.403654750045
0001160791	2013	20131231	0001359699	2013	20130831	0.446298406975
0000825324	2012	20120930	0001136352	2012	20120930	0.352388118279
0000825324	2012	20120930	0001064728	2012	20121231	0.313308042281
0000825324	2012	20120930	0001034842	2012	20121231	0.481997129106
0000825324	2012	20120930	0000098362	2012	20121231	0.359269768067
0000825324	2012	20120930	0001412486	2012	20121231	0.372445959413
0000825324	2012	20120930	0001384072	2012	20121231	0.413240661192
0000825324	2012	20120930	0001281198	2012	20121231	0.409858212786
0000825324	2012	20120930	0000068709	2012	20120929	0.330356332786
0000825324	2012	20120930	0000093410	2012	20121231	0.436730705671
0000825324	2012	20120930	0000789868	2012	20121231	0.309341839996
0000825324	2012	20120930	0000836429	2012	20120731	0.333941535917
0000825324	2012	20120930	0001389067	2012	20121231	0.630316484812
0000825324	2012	20120930	0000027748	2012	20120728	0.326960019988
0000825324	2012	20120930	0000746967	2012	20120930	0.588997320221
0000825324	2012	20120930	0001000228	2012	20121229	0.425818290859
0000825324	2012	20120930	0001371217	2012	20121231	0.311718062808
0000825324	2012	20120930	0001117106	2012	20121231	0.330101734032
0000825324	2012	20120930	0000093389	2012	20121231	0.418112701084
0000825324	2012	20120930	0001287808	2012	20121231	0.326349677696
0000825324	2012	20120930	0001125903	2012	20121231	0.559536866601
0000825324	2012	20120930	0001491525	2012	20120331	0.347915435901
0000825324	2012	20120930	0001111817	2012	20120630	0.306993562527
0000825324	2012	20120930	0001020475	2012	20121231	0.783621624379
0000825324	2012	20120930	0001529293	2012	20120731	0.426481690984
0000825324	2012	20120930	0001551887	2012	20121031	0.39487291034
0000825324	2012	20120930	0001002590	2012	20120930	0.392302818354
0000825324	2012	20120930	0000727510	2012	20121231	0.340440271104
0000825324	2012	20120930	0001510524	2012	20121231	0.37468486004
0000825324	2012	20120930	0001355304	2012	20121231	0.338569021634
0000825324	2012	20120930	0000041719	2012	20121231	0.374428355857
0000825324	2012	20120930	0001005284	2012	20121231	0.338039455771
0000825324	2012	20120930	0001366407	2012	20121231	0.585670588218
0000825324	2012	20120930	0001450708	2012	20121031	0.419304598618
0000825324	2012	20120930	0001530804	2012	20121231	0.39432469788
0000825324	2012	20120930	0000948426	2012	20121231	0.357445818807
0000825324	2012	20120930	0001523733	2012	20121231	0.352786645743
0001020475	2012	20121231	0001136352	2012	20120930	0.774790642089
0001020475	2012	20121231	0001064728	2012	20121231	0.759228621145
0001020475	2012	20121231	0001034842	2012	20121231	0.708492303071
0001020475	2012	20121231	0000098362	2012	20121231	0.75816594726
0001020475	2012	20121231	0001412486	2012	20121231	0.762139220399
0001020475	2012	20121231	0001384072	2012	20121231	0.814692194268
0001020475	2012	20121231	0001281198	2012	20121231	0.722342657576
0001020475	2012	20121231	0000068709	2012	20120929	0.798268524027
0001020475	2012	20121231	0000093410	2012	20121231	0.814759014076
0001020475	2012	20121231	0000789868	2012	20121231	0.825385150912
0001020475	2012	20121231	0000836429	2012	20120731	0.790211459387
0001020475	2012	20121231	0001389067	2012	20121231	0.742042616163
0001020475	2012	20121231	0000027748	2012	20120728	0.760090516622
0001020475	2012	20121231	0000746967	2012	20120930	0.70265980357
0001020475	2012	20121231	0001000228	2012	20121229	0.774990580116
0001020475	2012	20121231	0001371217	2012	20121231	0.761301801422
0001020475	2012	20121231	0001117106	2012	20121231	0.817748850515
0001020475	2012	20121231	0000093389	2012	20121231	0.721851602406
0001020475	2012	20121231	0001287808	2012	20121231	0.793219332587
0001020475	2012	20121231	0001125903	2012	20121231	0.771403225001
0001020475	2012	20121231	0001491525	2012	20120331	0.785105416279
0001020475	2012	20121231	0001111817	2012	20120630	0.757452362623
0001020475	2012	20121231	0000825324	2012	20120930	0.783621624379
0001020475	2012	20121231	0001529293	2012	20120731	0.806689353631
0001020475	2012	20121231	0001551887	2012	20121031	0.80042410195
0001020475	2012	20121231	0001002590	2012	20120930	0.755745992347
0001020475	2012	20121231	0000727510	2012	20121231	0.807947101282
0001020475	2012	20121231	0001510524	2012	20121231	0.813082040055
0001020475	2012	20121231	0001355304	2012	20121231	0.828724013368
0001020475	2012	20121231	0000041719	2012	20121231	0.760021383612
0001020475	2012	20121231	0001005284	2012	20121231	0.776328958774
0001020475	2012	20121231	0001366407	2012	20121231	0.85647776754
0001020475	2012	20121231	0001450708	2012	20121031	0.812344866928
0001020475	2012	20121231	0001530804	2012	20121231	0.82186370909
0001020475	2012	20121231	0000948426	2012	20121231	0.794331068122
0001020475	2012	20121231	0001523733	2012	20121231	0.765214420904
0001529293	2012	20120731	0001136352	2012	20120930	0.482318062033
0001529293	2012	20120731	0001064728	2012	20121231	0.450120558597
0001529293	2012	20120731	0001034842	2012	20121231	0.542235273521
0001529293	2012	20120731	0000098362	2012	20121231	0.456923656343
0001529293	2012	20120731	0001412486	2012	20121231	0.445319400416
0001529293	2012	20120731	0001384072	2012	20121231	0.51544560288
0001529293	2012	20120731	0001281198	2012	20121231	0.47474929182
0001529293	2012	20120731	0000068709	2012	20120929	0.457314184699
0001529293	2012	20120731	0000093410	2012	20121231	0.540061866141
0001529293	2012	20120731	0000789868	2012	20121231	0.443752490757
0001529293	2012	20120731	0000836429	2012	20120731	0.42302846896
0001529293	2012	20120731	0001389067	2012	20121231	0.617592036951
0001529293	2012	20120731	0000027748	2012	20120728	0.456107075326
0001529293	2012	20120731	0000746967	2012	20120930	0.631373091001
