cik1	fy1	period1	cik2	fy2	period2	dist
0000315958	2015	20151231	0001035983	2015	20151231	0.441228795181
0000315958	2015	20151231	0001040896	2015	20151231	0.370584439512
0000315958	2015	20151231	0000351789	2015	20151231	0.760308097639
0000315958	2015	20151231	0001623919	2015	20151231	0.337333491558
0000315958	2015	20151231	0000082166	2015	20150131	0.371502020584
0000315958	2015	20151231	0000093556	2015	20160102	0.371481088812
0000315958	2015	20151231	0001407038	2015	20151231	0.42983579204
0000315958	2015	20151231	0001314196	2015	20151231	0.337973027534
0000315958	2015	20151231	0001568385	2015	20151231	0.722233681893
0000315958	2015	20151231	0001594204	2015	20151231	0.395302630535
0001285543	2013	20131231	0001308027	2013	20131231	0.444278674155
0001285543	2013	20131231	0000899597	2013	20130630	0.849093319664
0001285543	2013	20131231	0001433821	2013	20130131	0.475986976371
0001285543	2013	20131231	0000094784	2013	20131231	0.353547950312
0001285543	2013	20131231	0001160791	2013	20131231	0.366107317999
0001285543	2013	20131231	0001391798	2013	20131231	0.529312228524
0001285543	2013	20131231	0001488917	2013	20130630	0.351263051744
0001285543	2013	20131231	0000102109	2013	20130331	0.37182024418
0001285543	2013	20131231	0001513403	2013	20131130	0.347043072919
0001285543	2013	20131231	0001359699	2013	20130831	0.376390668994
0001308027	2013	20131231	0001285543	2013	20131231	0.444278674155
0001308027	2013	20131231	0000899597	2013	20130630	0.892934104986
0001308027	2013	20131231	0001433821	2013	20130131	0.5247266396
0001308027	2013	20131231	0000094784	2013	20131231	0.447062158556
0001308027	2013	20131231	0001160791	2013	20131231	0.379022523223
0001308027	2013	20131231	0001391798	2013	20131231	0.477166522803
0001308027	2013	20131231	0001488917	2013	20130630	0.364196387803
0001308027	2013	20131231	0000102109	2013	20130331	0.404720906333
0001308027	2013	20131231	0001513403	2013	20131130	0.419506545274
0001308027	2013	20131231	0001359699	2013	20130831	0.473516370028
0000899597	2013	20130630	0001285543	2013	20131231	0.849093319664
0000899597	2013	20130630	0001308027	2013	20131231	0.892934104986
0000899597	2013	20130630	0001433821	2013	20130131	0.735046736143
0000899597	2013	20130630	0000094784	2013	20131231	0.765224498028
0000899597	2013	20130630	0001160791	2013	20131231	0.811207939822
0000899597	2013	20130630	0001391798	2013	20131231	0.956844179777
0000899597	2013	20130630	0001488917	2013	20130630	0.886859300421
0000899597	2013	20130630	0000102109	2013	20130331	0.840774178893
0000899597	2013	20130630	0001513403	2013	20131130	0.881607145603
0000899597	2013	20130630	0001359699	2013	20130831	0.81931567874
0001014739		20091231	0000066740		20091231	0
0000353020	2015	20151231	0001419275	2015	20151231	0.963333912859
0000353020	2015	20151231	0001322952	2015	20151231	0.42527038312
0000353020	2015	20151231	0000102037	2015	20150331	0.373333149993
0000353020	2015	20151231	0001533998	2015	20151231	0.375553247197
0000353020	2015	20151231	0000315958	2015	20151231	0.406005556095
0000353020	2015	20151231	0001567771	2015	20151231	0.392766586078
0000353020	2015	20151231	0000909724	2015	20151231	0.473150563324
0000353020	2015	20151231	0000949157	2015	20151231	0.847432101068
0000353020	2015	20151231	0001351051	2015	20151231	0.399139354592
0000353020	2015	20151231	0001296205	2015	20151231	0.431760489726
0000353020	2015	20151231	0000833640	2015	20151231	0.350511738806
0000353020	2015	20151231	0000887969	2015	20151231	0.408551785179
0000353020	2015	20151231	0001035983	2015	20151231	0.453382294823
0000353020	2015	20151231	0001040896	2015	20151231	0.418586371868
0000353020	2015	20151231	0000351789	2015	20151231	0.723494157862
0000353020	2015	20151231	0001623919	2015	20151231	0.364644649815
0000353020	2015	20151231	0000082166	2015	20150131	0.371134133299
0000353020	2015	20151231	0000093556	2015	20160102	0.340700234793
0000353020	2015	20151231	0001407038	2015	20151231	0.429980948319
0000353020	2015	20151231	0001314196	2015	20151231	0.387629058613
0000353020	2015	20151231	0001568385	2015	20151231	0.713703500414
0000353020	2015	20151231	0001594204	2015	20151231	0.412684295747
0001567771	2015	20151231	0001419275	2015	20151231	0.910693204434
0001567771	2015	20151231	0001322952	2015	20151231	0.303080062306
0001567771	2015	20151231	0000102037	2015	20150331	0.364466488004
0001567771	2015	20151231	0001533998	2015	20151231	0.319693282219
0001567771	2015	20151231	0000315958	2015	20151231	0.375181237431
0001567771	2015	20151231	0000353020	2015	20151231	0.392766586078
0001567771	2015	20151231	0000909724	2015	20151231	0.446721842021
0001567771	2015	20151231	0000949157	2015	20151231	0.801026801076
0001567771	2015	20151231	0001351051	2015	20151231	0.338574915604
0001567771	2015	20151231	0001296205	2015	20151231	0.356956280537
0001567771	2015	20151231	0000833640	2015	20151231	0.33699379431
0001567771	2015	20151231	0000887969	2015	20151231	0.321675710603
0001567771	2015	20151231	0001035983	2015	20151231	0.444506290564
0001567771	2015	20151231	0001040896	2015	20151231	0.37767387577
0001567771	2015	20151231	0000351789	2015	20151231	0.634881054153
0001567771	2015	20151231	0001623919	2015	20151231	0.343269887325
0001567771	2015	20151231	0000082166	2015	20150131	0.305157607672
0001567771	2015	20151231	0000093556	2015	20160102	0.292538572011
0001567771	2015	20151231	0001407038	2015	20151231	0.368693866996
0001567771	2015	20151231	0001314196	2015	20151231	0.302323094949
0001567771	2015	20151231	0001568385	2015	20151231	0.61960253039
0001567771	2015	20151231	0001594204	2015	20151231	0.34745076742
0000068709	2012	20120929	0001136352	2012	20120930	0.364893353216
0000068709	2012	20120929	0001064728	2012	20121231	0.338601738166
0000068709	2012	20120929	0001034842	2012	20121231	0.475863614836
0000068709	2012	20120929	0000098362	2012	20121231	0.353439314285
0000068709	2012	20120929	0001412486	2012	20121231	0.382496182411
0000068709	2012	20120929	0001384072	2012	20121231	0.412111074081
0000068709	2012	20120929	0001281198	2012	20121231	0.435653674182
0000068709	2012	20120929	0000093410	2012	20121231	0.468835514437
0000068709	2012	20120929	0000789868	2012	20121231	0.335130280296
0000068709	2012	20120929	0000836429	2012	20120731	0.362153419202
0000068709	2012	20120929	0001389067	2012	20121231	0.630909335122
0000068709	2012	20120929	0000027748	2012	20120728	0.361540982118
0000068709	2012	20120929	0000746967	2012	20120930	0.592985076694
0000068709	2012	20120929	0001000228	2012	20121229	0.424788764113
0000068709	2012	20120929	0001371217	2012	20121231	0.356422169994
0000068709	2012	20120929	0001117106	2012	20121231	0.33353888779
0000068709	2012	20120929	0000093389	2012	20121231	0.430956856085
0000068709	2012	20120929	0001287808	2012	20121231	0.336212624755
0000068709	2012	20120929	0001125903	2012	20121231	0.586395883583
0000068709	2012	20120929	0001491525	2012	20120331	0.371499201637
0000068709	2012	20120929	0001111817	2012	20120630	0.337599641788
0000068709	2012	20120929	0000825324	2012	20120930	0.330356332786
0000068709	2012	20120929	0001020475	2012	20121231	0.798268524027
0000068709	2012	20120929	0001529293	2012	20120731	0.457314184699
0000068709	2012	20120929	0001551887	2012	20121031	0.428126985583
0000068709	2012	20120929	0001002590	2012	20120930	0.393395007998
0000068709	2012	20120929	0000727510	2012	20121231	0.36059575187
0000068709	2012	20120929	0001510524	2012	20121231	0.413379406208
0000068709	2012	20120929	0001355304	2012	20121231	0.385749103021
0000068709	2012	20120929	0000041719	2012	20121231	0.399035547224
0000068709	2012	20120929	0001005284	2012	20121231	0.327952410052
0000068709	2012	20120929	0001366407	2012	20121231	0.57908299162
0000068709	2012	20120929	0001450708	2012	20121031	0.457526631423
0000068709	2012	20120929	0001530804	2012	20121231	0.420816077029
0000068709	2012	20120929	0000948426	2012	20121231	0.373528328512
0000068709	2012	20120929	0001523733	2012	20121231	0.378120795695
0000093410	2012	20121231	0001136352	2012	20120930	0.417588918782
0000093410	2012	20121231	0001064728	2012	20121231	0.414934052463
0000093410	2012	20121231	0001034842	2012	20121231	0.524991337395
0000093410	2012	20121231	0000098362	2012	20121231	0.459002910733
0000093410	2012	20121231	0001412486	2012	20121231	0.440758074718
0000093410	2012	20121231	0001384072	2012	20121231	0.388137983338
0000093410	2012	20121231	0001281198	2012	20121231	0.483978027766
0000093410	2012	20121231	0000068709	2012	20120929	0.468835514437
0000093410	2012	20121231	0000789868	2012	20121231	0.404433313611
0000093410	2012	20121231	0000836429	2012	20120731	0.450027529547
0000093410	2012	20121231	0001389067	2012	20121231	0.640606937251
0000093410	2012	20121231	0000027748	2012	20120728	0.445591965692
0000093410	2012	20121231	0000746967	2012	20120930	0.672161913383
0000093410	2012	20121231	0001000228	2012	20121229	0.44400044992
0000093410	2012	20121231	0001371217	2012	20121231	0.44099484157
0000093410	2012	20121231	0001117106	2012	20121231	0.477642303934
0000093410	2012	20121231	0000093389	2012	20121231	0.469446718918
0000093410	2012	20121231	0001287808	2012	20121231	0.477869903671
0000093410	2012	20121231	0001125903	2012	20121231	0.651424230923
0000093410	2012	20121231	0001491525	2012	20120331	0.498122363302
0000093410	2012	20121231	0001111817	2012	20120630	0.44719488226
0000093410	2012	20121231	0000825324	2012	20120930	0.436730705671
0000093410	2012	20121231	0001020475	2012	20121231	0.814759014076
0000093410	2012	20121231	0001529293	2012	20120731	0.540061866141
0000093410	2012	20121231	0001551887	2012	20121031	0.464049950005
0000093410	2012	20121231	0001002590	2012	20120930	0.416855683171
0000093410	2012	20121231	0000727510	2012	20121231	0.464272901076
0000093410	2012	20121231	0001510524	2012	20121231	0.477083797444
0000093410	2012	20121231	0001355304	2012	20121231	0.45523209765
0000093410	2012	20121231	0000041719	2012	20121231	0.403453805516
0000093410	2012	20121231	0001005284	2012	20121231	0.459454056764
0000093410	2012	20121231	0001366407	2012	20121231	0.654114338198
0000093410	2012	20121231	0001450708	2012	20121031	0.537436043027
0000093410	2012	20121231	0001530804	2012	20121231	0.41259313153
0000093410	2012	20121231	0000948426	2012	20121231	0.485793241171
0000093410	2012	20121231	0001523733	2012	20121231	0.447227315323
0000789868	2012	20121231	0001136352	2012	20120930	0.300859509363
0000789868	2012	20121231	0001064728	2012	20121231	0.28377982955
0000789868	2012	20121231	0001034842	2012	20121231	0.45219439542
0000789868	2012	20121231	0000098362	2012	20121231	0.342330048528
0000789868	2012	20121231	0001412486	2012	20121231	0.354836449419
0000789868	2012	20121231	0001384072	2012	20121231	0.386878604901
0000789868	2012	20121231	0001281198	2012	20121231	0.412250440403
0000789868	2012	20121231	0000068709	2012	20120929	0.335130280296
0000789868	2012	20121231	0000093410	2012	20121231	0.404433313611
0000789868	2012	20121231	0000836429	2012	20120731	0.327532452103
0000789868	2012	20121231	0001389067	2012	20121231	0.607912147405
0000789868	2012	20121231	0000027748	2012	20120728	0.309861880139
0000789868	2012	20121231	0000746967	2012	20120930	0.601915510748
0000789868	2012	20121231	0001000228	2012	20121229	0.37832987058
0000789868	2012	20121231	0001371217	2012	20121231	0.33645659951
0000789868	2012	20121231	0001117106	2012	20121231	0.329018906242
0000789868	2012	20121231	0000093389	2012	20121231	0.388325325331
0000789868	2012	20121231	0001287808	2012	20121231	0.341545874196
0000789868	2012	20121231	0001125903	2012	20121231	0.55730734557
0000789868	2012	20121231	0001491525	2012	20120331	0.367721624149
0000789868	2012	20121231	0001111817	2012	20120630	0.307095863867
0000789868	2012	20121231	0000825324	2012	20120930	0.309341839996
0000789868	2012	20121231	0001020475	2012	20121231	0.825385150912
0000789868	2012	20121231	0001529293	2012	20120731	0.443752490757
0000789868	2012	20121231	0001551887	2012	20121031	0.380025167578
0000789868	2012	20121231	0001002590	2012	20120930	0.338782875204
0000789868	2012	20121231	0000727510	2012	20121231	0.282873607689
0000789868	2012	20121231	0001510524	2012	20121231	0.356760130108
0000789868	2012	20121231	0001355304	2012	20121231	0.327464949019
0000789868	2012	20121231	0000041719	2012	20121231	0.308949803745
0000789868	2012	20121231	0001005284	2012	20121231	0.290171294494
0000789868	2012	20121231	0001366407	2012	20121231	0.575510972868
0000789868	2012	20121231	0001450708	2012	20121031	0.424932167206
0000789868	2012	20121231	0001530804	2012	20121231	0.374743940001
0000789868	2012	20121231	0000948426	2012	20121231	0.340988466949
0000789868	2012	20121231	0001523733	2012	20121231	0.335159806445
0000836429	2012	20120731	0001136352	2012	20120930	0.380509391185
0000836429	2012	20120731	0001064728	2012	20121231	0.354021403467
0000836429	2012	20120731	0001034842	2012	20121231	0.468923912964
0000836429	2012	20120731	0000098362	2012	20121231	0.354988812744
0000836429	2012	20120731	0001412486	2012	20121231	0.382041094483
0000836429	2012	20120731	0001384072	2012	20121231	0.431157117851
0000836429	2012	20120731	0001281198	2012	20121231	0.371175374793
0000836429	2012	20120731	0000068709	2012	20120929	0.362153419202
0000836429	2012	20120731	0000093410	2012	20121231	0.450027529547
0000836429	2012	20120731	0000789868	2012	20121231	0.327532452103
0000836429	2012	20120731	0001389067	2012	20121231	0.576714608704
0000836429	2012	20120731	0000027748	2012	20120728	0.334204200613
0000836429	2012	20120731	0000746967	2012	20120930	0.624545441771
0000836429	2012	20120731	0001000228	2012	20121229	0.427670239717
0000836429	2012	20120731	0001371217	2012	20121231	0.333123041852
0000836429	2012	20120731	0001117106	2012	20121231	0.309708795958
0000836429	2012	20120731	0000093389	2012	20121231	0.410533063941
0000836429	2012	20120731	0001287808	2012	20121231	0.355340624334
0000836429	2012	20120731	0001125903	2012	20121231	0.525807122681
0000836429	2012	20120731	0001491525	2012	20120331	0.374962694249
0000836429	2012	20120731	0001111817	2012	20120630	0.312401912703
0000836429	2012	20120731	0000825324	2012	20120930	0.333941535917
0000836429	2012	20120731	0001020475	2012	20121231	0.790211459387
0000836429	2012	20120731	0001529293	2012	20120731	0.42302846896
0000836429	2012	20120731	0001551887	2012	20121031	0.382923354726
0000836429	2012	20120731	0001002590	2012	20120930	0.371214780729
0000836429	2012	20120731	0000727510	2012	20121231	0.339320474333
0000836429	2012	20120731	0001510524	2012	20121231	0.411507483755
0000836429	2012	20120731	0001355304	2012	20121231	0.329115346925
0000836429	2012	20120731	0000041719	2012	20121231	0.373535928801
0000836429	2012	20120731	0001005284	2012	20121231	0.343773586088
0000836429	2012	20120731	0001366407	2012	20121231	0.559393786928
0000836429	2012	20120731	0001450708	2012	20121031	0.41907462272
0000836429	2012	20120731	0001530804	2012	20121231	0.35422472012
0000836429	2012	20120731	0000948426	2012	20121231	0.346155819637
0000836429	2012	20120731	0001523733	2012	20121231	0.395306403131
0001062292	2014	20141231	0000874214	2014	20150131	0.648185384716
0001062292	2014	20141231	0001439971	2014	20140430	0.361418493406
0001062292	2014	20141231	0000884269	2014	20141231	0.395843707251
0001062292	2014	20141231	0001522236	2014	20140531	0.388735431268
0001062292	2014	20141231	0001481218	2014	20141231	0.30602624637
0001062292	2014	20141231	0001134765	2014	20141231	0.681919738914
0001062292	2014	20141231	0001517681	2014	20140630	0.714797428665
0001062292	2014	20141231	0001407704	2014	20140228	0.531950195863
0001062292	2014	20141231	0001338095	2014	20141231	0.369631738209
0001062292	2014	20141231	0001594337	2014	20140930	0.709690332096
0001062292	2014	20141231	0001493563	2014	20141231	0.326838585847
0001062292	2014	20141231	0001002037	2014	20141003	0.392276686064
0001062292	2014	20141231	0000277058	2014	20140430	0.402687746516
0001062292	2014	20141231	0001060409	2014	20141231	0.364587774122
0001062292	2014	20141231	0000315189	2014	20141031	0.448700523971
0001062292	2014	20141231	0001433966	2014	20140630	0.329408943979
0001062292	2014	20141231	0001031623	2014	20141231	0.40551328252
0001389067	2012	20121231	0001136352	2012	20120930	0.585705667231
0001389067	2012	20121231	0001064728	2012	20121231	0.610755724519
0001389067	2012	20121231	0001034842	2012	20121231	0.552478099897
0001389067	2012	20121231	0000098362	2012	20121231	0.582342109858
0001389067	2012	20121231	0001412486	2012	20121231	0.553599567679
0001389067	2012	20121231	0001384072	2012	20121231	0.623499660876
0001389067	2012	20121231	0001281198	2012	20121231	0.517887425842
0001389067	2012	20121231	0000068709	2012	20120929	0.630909335122
0001389067	2012	20121231	0000093410	2012	20121231	0.640606937251
0001389067	2012	20121231	0000789868	2012	20121231	0.607912147405
0001389067	2012	20121231	0000836429	2012	20120731	0.576714608704
0001389067	2012	20121231	0000027748	2012	20120728	0.596827486627
0001389067	2012	20121231	0000746967	2012	20120930	0.690694853802
0001389067	2012	20121231	0001000228	2012	20121229	0.57457407973
0001389067	2012	20121231	0001371217	2012	20121231	0.591442238162
0001389067	2012	20121231	0001117106	2012	20121231	0.651314744839
0001389067	2012	20121231	0000093389	2012	20121231	0.53899382412
0001389067	2012	20121231	0001287808	2012	20121231	0.657235077987
0001389067	2012	20121231	0001125903	2012	20121231	0.602595949746
0001389067	2012	20121231	0001491525	2012	20120331	0.631211749358
0001389067	2012	20121231	0001111817	2012	20120630	0.564635444757
0001389067	2012	20121231	0000825324	2012	20120930	0.630316484812
0001389067	2012	20121231	0001020475	2012	20121231	0.742042616163
0001389067	2012	20121231	0001529293	2012	20120731	0.617592036951
0001389067	2012	20121231	0001551887	2012	20121031	0.606237264257
0001389067	2012	20121231	0001002590	2012	20120930	0.560177417181
0001389067	2012	20121231	0000727510	2012	20121231	0.624877923264
0001389067	2012	20121231	0001510524	2012	20121231	0.622983610066
0001389067	2012	20121231	0001355304	2012	20121231	0.609352251951
0001389067	2012	20121231	0000041719	2012	20121231	0.573136341613
0001389067	2012	20121231	0001005284	2012	20121231	0.593035298507
0001389067	2012	20121231	0001366407	2012	20121231	0.688833287109
0001389067	2012	20121231	0001450708	2012	20121031	0.659459975252
0001389067	2012	20121231	0001530804	2012	20121231	0.598298847045
0001389067	2012	20121231	0000948426	2012	20121231	0.603843081415
0001389067	2012	20121231	0001523733	2012	20121231	0.578694164488
0001433821	2013	20130131	0001285543	2013	20131231	0.475986976371
0001433821	2013	20130131	0001308027	2013	20131231	0.5247266396
0001433821	2013	20130131	0000899597	2013	20130630	0.735046736143
0001433821	2013	20130131	0000094784	2013	20131231	0.507539025532
0001433821	2013	20130131	0001160791	2013	20131231	0.478250772145
0001433821	2013	20130131	0001391798	2013	20131231	0.623304204605
0001433821	2013	20130131	0001488917	2013	20130630	0.545002976988
0001433821	2013	20130131	0000102109	2013	20130331	0.51313560803
0001433821	2013	20130131	0001513403	2013	20131130	0.502348284407
0001433821	2013	20130131	0001359699	2013	20130831	0.509486254302
0001134765	2014	20141231	0000874214	2014	20150131	0.844035953347
0001134765	2014	20141231	0001439971	2014	20140430	0.737044973063
0001134765	2014	20141231	0000884269	2014	20141231	0.751857749731
0001134765	2014	20141231	0001522236	2014	20140531	0.696740301511
0001134765	2014	20141231	0001481218	2014	20141231	0.695477003275
0001134765	2014	20141231	0001062292	2014	20141231	0.681919738914
0001134765	2014	20141231	0001517681	2014	20140630	0.878659086944
0001134765	2014	20141231	0001407704	2014	20140228	0.823369397614
0001134765	2014	20141231	0001338095	2014	20141231	0.675162673524
0001134765	2014	20141231	0001594337	2014	20140930	0.89795872618
0001134765	2014	20141231	0001493563	2014	20141231	0.708715408959
0001134765	2014	20141231	0001002037	2014	20141003	0.732754388295
0001134765	2014	20141231	0000277058	2014	20140430	0.790390624471
0001134765	2014	20141231	0001060409	2014	20141231	0.73383303869
0001134765	2014	20141231	0000315189	2014	20141031	0.833863106341
0001134765	2014	20141231	0001433966	2014	20140630	0.76671869525
0001134765	2014	20141231	0001031623	2014	20141231	0.754988110724
0000909724	2015	20151231	0001419275	2015	20151231	1.00463275003
0000909724	2015	20151231	0001322952	2015	20151231	0.433598612735
0000909724	2015	20151231	0000102037	2015	20150331	0.403962155321
0000909724	2015	20151231	0001533998	2015	20151231	0.408077723831
0000909724	2015	20151231	0000315958	2015	20151231	0.408037191002
0000909724	2015	20151231	0000353020	2015	20151231	0.473150563324
0000909724	2015	20151231	0001567771	2015	20151231	0.446721842021
0000909724	2015	20151231	0000949157	2015	20151231	0.821598675368
0000909724	2015	20151231	0001351051	2015	20151231	0.397154384715
0000909724	2015	20151231	0001296205	2015	20151231	0.363026928182
0000909724	2015	20151231	0000833640	2015	20151231	0.419609050015
0000909724	2015	20151231	0000887969	2015	20151231	0.360764162614
0000909724	2015	20151231	0001035983	2015	20151231	0.368583345052
0000909724	2015	20151231	0001040896	2015	20151231	0.446959296579
0000909724	2015	20151231	0000351789	2015	20151231	0.80605692764
0000909724	2015	20151231	0001623919	2015	20151231	0.336376714489
0000909724	2015	20151231	0000082166	2015	20150131	0.424567622607
0000909724	2015	20151231	0000093556	2015	20160102	0.402477253448
0000909724	2015	20151231	0001407038	2015	20151231	0.43040109341
0000909724	2015	20151231	0001314196	2015	20151231	0.395832539778
0000909724	2015	20151231	0001568385	2015	20151231	0.744824268798
0000909724	2015	20151231	0001594204	2015	20151231	0.421379319941
0000027748	2012	20120728	0001136352	2012	20120930	0.345236890192
0000027748	2012	20120728	0001064728	2012	20121231	0.313568547989
0000027748	2012	20120728	0001034842	2012	20121231	0.454856190287
0000027748	2012	20120728	0000098362	2012	20121231	0.33054394675
0000027748	2012	20120728	0001412486	2012	20121231	0.368044472485
0000027748	2012	20120728	0001384072	2012	20121231	0.420383436549
0000027748	2012	20120728	0001281198	2012	20121231	0.384460046583
0000027748	2012	20120728	0000068709	2012	20120929	0.361540982118
0000027748	2012	20120728	0000093410	2012	20121231	0.445591965692
0000027748	2012	20120728	0000789868	2012	20121231	0.309861880139
0000027748	2012	20120728	0000836429	2012	20120731	0.334204200613
0000027748	2012	20120728	0001389067	2012	20121231	0.596827486627
0000027748	2012	20120728	0000746967	2012	20120930	0.588528018288
0000027748	2012	20120728	0001000228	2012	20121229	0.415311609821
0000027748	2012	20120728	0001371217	2012	20121231	0.328766715671
0000027748	2012	20120728	0001117106	2012	20121231	0.349399497778
0000027748	2012	20120728	0000093389	2012	20121231	0.399686464168
0000027748	2012	20120728	0001287808	2012	20121231	0.335350500639
0000027748	2012	20120728	0001125903	2012	20121231	0.518035582754
0000027748	2012	20120728	0001491525	2012	20120331	0.355596825403
0000027748	2012	20120728	0001111817	2012	20120630	0.305506366079
0000027748	2012	20120728	0000825324	2012	20120930	0.326960019988
0000027748	2012	20120728	0001020475	2012	20121231	0.760090516622
0000027748	2012	20120728	0001529293	2012	20120731	0.456107075326
0000027748	2012	20120728	0001551887	2012	20121031	0.383128746654
0000027748	2012	20120728	0001002590	2012	20120930	0.374818520419
0000027748	2012	20120728	0000727510	2012	20121231	0.327369828621
0000027748	2012	20120728	0001510524	2012	20121231	0.382952648012
0000027748	2012	20120728	0001355304	2012	20121231	0.352930425601
0000027748	2012	20120728	0000041719	2012	20121231	0.366647956742
0000027748	2012	20120728	0001005284	2012	20121231	0.318305252467
0000027748	2012	20120728	0001366407	2012	20121231	0.560060488873
0000027748	2012	20120728	0001450708	2012	20121031	0.415156281415
0000027748	2012	20120728	0001530804	2012	20121231	0.401128006408
0000027748	2012	20120728	0000948426	2012	20121231	0.385278165662
0000027748	2012	20120728	0001523733	2012	20121231	0.370142338698
0000949157	2015	20151231	0001419275	2015	20151231	1.06220772881
0000949157	2015	20151231	0001322952	2015	20151231	0.773127637727
0000949157	2015	20151231	0000102037	2015	20150331	0.809987158871
0000949157	2015	20151231	0001533998	2015	20151231	0.784146022629
0000949157	2015	20151231	0000315958	2015	20151231	0.859403699279
0000949157	2015	20151231	0000353020	2015	20151231	0.847432101068
0000949157	2015	20151231	0001567771	2015	20151231	0.801026801076
0000949157	2015	20151231	0000909724	2015	20151231	0.821598675368
0000949157	2015	20151231	0001351051	2015	20151231	0.761791672128
0000949157	2015	20151231	0001296205	2015	20151231	0.781060594038
0000949157	2015	20151231	0000833640	2015	20151231	0.799406796146
0000949157	2015	20151231	0000887969	2015	20151231	0.75279403771
0000949157	2015	20151231	0001035983	2015	20151231	0.75731306705
0000949157	2015	20151231	0001040896	2015	20151231	0.781932670263
0000949157	2015	20151231	0000351789	2015	20151231	0.904334654391
0000949157	2015	20151231	0001623919	2015	20151231	0.821026300873
0000949157	2015	20151231	0000082166	2015	20150131	0.790030157637
0000949157	2015	20151231	0000093556	2015	20160102	0.756548678582
0000949157	2015	20151231	0001407038	2015	20151231	0.756363704641
0000949157	2015	20151231	0001314196	2015	20151231	0.800710421931
0000949157	2015	20151231	0001568385	2015	20151231	0.857434653769
0000949157	2015	20151231	0001594204	2015	20151231	0.755969584159
0000746967	2012	20120930	0001136352	2012	20120930	0.583298203694
0000746967	2012	20120930	0001064728	2012	20121231	0.569050014964
0000746967	2012	20120930	0001034842	2012	20121231	0.644926505113
0000746967	2012	20120930	0000098362	2012	20121231	0.580688024185
0000746967	2012	20120930	0001412486	2012	20121231	0.600974054002
0000746967	2012	20120930	0001384072	2012	20121231	0.657458125469
0000746967	2012	20120930	0001281198	2012	20121231	0.5852546776
0000746967	2012	20120930	0000068709	2012	20120929	0.592985076694
0000746967	2012	20120930	0000093410	2012	20121231	0.672161913383
0000746967	2012	20120930	0000789868	2012	20121231	0.601915510748
0000746967	2012	20120930	0000836429	2012	20120731	0.624545441771
0000746967	2012	20120930	0001389067	2012	20121231	0.690694853802
0000746967	2012	20120930	0000027748	2012	20120728	0.588528018288
0000746967	2012	20120930	0001000228	2012	20121229	0.67005192252
0000746967	2012	20120930	0001371217	2012	20121231	0.603453025474
0000746967	2012	20120930	0001117106	2012	20121231	0.595747815513
0000746967	2012	20120930	0000093389	2012	20121231	0.580509953966
0000746967	2012	20120930	0001287808	2012	20121231	0.566315049934
0000746967	2012	20120930	0001125903	2012	20121231	0.669956843935
0000746967	2012	20120930	0001491525	2012	20120331	0.611596781484
0000746967	2012	20120930	0001111817	2012	20120630	0.568474761381
0000746967	2012	20120930	0000825324	2012	20120930	0.588997320221
0000746967	2012	20120930	0001020475	2012	20121231	0.70265980357
0000746967	2012	20120930	0001529293	2012	20120731	0.631373091001
0000746967	2012	20120930	0001551887	2012	20121031	0.646022435807
0000746967	2012	20120930	0001002590	2012	20120930	0.613848095696
0000746967	2012	20120930	0000727510	2012	20121231	0.638589088428
0000746967	2012	20120930	0001510524	2012	20121231	0.602255394849
0000746967	2012	20120930	0001355304	2012	20121231	0.658758399186
0000746967	2012	20120930	0000041719	2012	20121231	0.569528361028
0000746967	2012	20120930	0001005284	2012	20121231	0.583591931747
0000746967	2012	20120930	0001366407	2012	20121231	0.780730588234
0000746967	2012	20120930	0001450708	2012	20121031	0.631422948649
0000746967	2012	20120930	0001530804	2012	20121231	0.684541634282
0000746967	2012	20120930	0000948426	2012	20121231	0.610854728428
0000746967	2012	20120930	0001523733	2012	20121231	0.578148624406
0001000228	2012	20121229	0001136352	2012	20120930	0.390618040679
0001000228	2012	20121229	0001064728	2012	20121231	0.398886370685
0001000228	2012	20121229	0001034842	2012	20121231	0.407873456831
0001000228	2012	20121229	0000098362	2012	20121231	0.429446530605
0001000228	2012	20121229	0001412486	2012	20121231	0.352577917171
0001000228	2012	20121229	0001384072	2012	20121231	0.380440373236
0001000228	2012	20121229	0001281198	2012	20121231	0.401526671617
0001000228	2012	20121229	0000068709	2012	20120929	0.424788764113
0001000228	2012	20121229	0000093410	2012	20121231	0.44400044992
0001000228	2012	20121229	0000789868	2012	20121231	0.37832987058
0001000228	2012	20121229	0000836429	2012	20120731	0.427670239717
0001000228	2012	20121229	0001389067	2012	20121231	0.57457407973
0001000228	2012	20121229	0000027748	2012	20120728	0.415311609821
0001000228	2012	20121229	0000746967	2012	20120930	0.67005192252
0001000228	2012	20121229	0001371217	2012	20121231	0.43808071932
0001000228	2012	20121229	0001117106	2012	20121231	0.451193158826
0001000228	2012	20121229	0000093389	2012	20121231	0.299785973649
0001000228	2012	20121229	0001287808	2012	20121231	0.469906626108
0001000228	2012	20121229	0001125903	2012	20121231	0.597081661244
0001000228	2012	20121229	0001491525	2012	20120331	0.467332801232
0001000228	2012	20121229	0001111817	2012	20120630	0.419598088869
0001000228	2012	20121229	0000825324	2012	20120930	0.425818290859
0001000228	2012	20121229	0001020475	2012	20121231	0.774990580116
0001000228	2012	20121229	0001529293	2012	20120731	0.514504281948
0001000228	2012	20121229	0001551887	2012	20121031	0.467236702584
0001000228	2012	20121229	0001002590	2012	20120930	0.371825425584
